from_lat,from_lon,to_lat,to_lon,tftf_ms,dijkstra_ms,astar_ms,found_tftf,found_dijkstra,found_astar,tftf_routes,dijkstra_routes,astar_routes,Avg(Time TFTF),Avg(Time Djikstra),Avg(Time A*),Avg(Routes TFTF),Avg(Routes Djik ),Avg(Routes A*)
8.47457,124.622,8.47457,124.611,160,76,73,1,1,1,2,1,1,,,,,,
8.45678,124.66,8.45681,124.66,121,59,72,1,1,1,1,1,1,,,,,,
8.3727,124.608,8.37513,124.611,188,56,63,1,1,1,1,1,1,,,,,,
8.48166,124.645,8.48764,124.66,149,132,78,1,1,1,2,2,2,,,,,,
8.49558,124.654,8.49919,124.649,149,71,74,1,1,1,2,1,1,,,,,,
8.49014,124.653,8.48312,124.649,169,66,72,1,1,1,1,1,2,,,,,,
8.45923,124.606,8.47419,124.61,155,69,67,1,1,1,1,1,2,,,,,,
8.48126,124.638,8.499,124.637,156,153,89,1,1,1,2,1,1,,,,,,
8.50455,124.624,8.48561,124.652,202,103,70,1,1,1,3,1,1,,,,,,
8.48346,124.639,8.48445,124.639,143,62,61,1,1,1,2,1,1,,,,,,
8.48719,124.63,8.50606,124.625,143,94,63,1,1,1,2,1,1,,,,,,
8.51252,124.623,8.47994,124.638,154,102,78,1,1,1,2,3,2,,,,,,
8.49714,124.657,8.47692,124.652,155,91,76,1,1,1,1,2,2,,,,,,
8.51253,124.623,8.51219,124.63,158,61,63,1,1,1,1,1,1,,,,,,
8.50565,124.638,8.51345,124.638,138,64,60,1,1,1,2,1,2,,,,,,
8.47681,124.638,8.4825,124.634,139,68,71,1,1,1,1,3,2,,,,,,
8.47233,124.639,8.4735,124.644,161,69,75,1,1,1,2,1,1,,,,,,
8.49908,124.645,8.49676,124.646,122,57,57,1,1,1,1,1,1,,,,,,
8.50681,124.759,8.50666,124.762,131,60,58,1,1,1,1,1,1,,,,,,
8.47284,124.634,8.46029,124.606,151,256,142,1,1,1,2,1,1,,,,,,
8.47407,124.614,8.47069,124.591,173,94,67,1,1,1,2,1,1,,,,,,
8.50129,124.634,8.50071,124.635,143,56,59,1,1,1,1,1,1,,,,,,
8.40389,124.571,8.40668,124.568,174,58,58,1,1,1,2,1,1,,,,,,
8.51276,124.628,8.50302,124.643,148,65,60,1,1,1,1,1,2,,,,,,
